serial no,title,link,author
04_03_2024_14,India's microchip leap: Now for the hard part,https://drive.google.com/file/d/1EJ9BvpYeGe9YXreHhXvCL_cY_sGHdpmc/view?usp=drivesdk,"[""Anonymous""]"
04_03_2024_15,Global digital gateway Google has policy lessons for us,https://drive.google.com/file/d/1c17LO9QW7ZYZV_ZBVbDdM_5FgsrAuJZM/view?usp=drivesdk,"[""Srinath Sridharan""]"
04_03_2024_16,India's consumption numbers fit into our big picture of progress,https://drive.google.com/file/d/1utSDK7Hw1CxZ_iNPoZOuJLq4br3fQaA3/view?usp=drivesdk,"[""V Anantha Nageswaran"", ""Anuradha Guru"", ""Deeksha Supyaal Bisht""]"
04_03_2024_17,Alabama's SC ruling turns IVF clinics edgy,https://drive.google.com/file/d/1-6-GE0YOPKbfp59ok_ARino9hxv6KDIM/view?usp=drivesdk,"[""Alex Polyakov""]"
04_03_2024_18,Munich tests India's foreign policy,https://drive.google.com/file/d/1vgwjwIrWq8qpNZK0ms3di82JFVth6Qus/view?usp=drivesdk,"[""D C Pathak""]"
04_03_2024_19,They computeÖ they compete,https://drive.google.com/file/d/1krSNS6nsDdGyzKc0sPnjlS0oZShAPG3y/view?usp=drivesdk,"[""Nikhil Pahwa""]"
04_03_2024_20,Dunki as Pegasus,https://drive.google.com/file/d/1cQ7ta9gEXNICXcj5yLTxYnfawdhEy11k/view?usp=drivesdk,"[""Sukanta Chaudhuri""]"
04_03_2024_21,Alcohol tourism: a misleading term,https://drive.google.com/file/d/1Ek42BXgAh55UL3QsbBR7vaGphH8gecH0/view?usp=drivesdk,"[""Pachu Menon""]"
04_03_2024_22,Palpable discontent,https://drive.google.com/file/d/1_rFRTnaZ6mLGR83ljHjnzMEx8Uxi-lrl/view?usp=drivesdk,"[""Shantanu Mukharji""]"
04_03_2024_23,A battle of competing narratives,https://drive.google.com/file/d/1VhQ9qBj-AT2lohW3ETwX3sv5amH9YAh6/view?usp=drivesdk,"[""C Uday Bhaskar""]"
04_03_2024_24,Shadow of US presidential campaign on Russia-Ukraine war,https://drive.google.com/file/d/1XPUxU4A0uNI2Gn3-Mf8szUpKzxlomXXN/view?usp=drivesdk,"[""Yogesh Gupta""]"
04_03_2024_25,Dire need to stem the rot plaguing democracy,https://drive.google.com/file/d/1iOBLsOVAuyKN2RuFrHRQrWeR38sC95lN/view?usp=drivesdk,"[""Neera Chandhoke""]"
04_03_2024_26,AI developers must keep an eye out for bias,https://drive.google.com/file/d/1xf4csyR-YzDRCnQzyzia_vLORxSFOyLN/view?usp=drivesdk,"[""Urvashi Aneja"", ""Sasha John""]"
04_03_2024_27,Realising the essence of the Sarvodaya ideal,https://drive.google.com/file/d/1cIcqKo2iO7SLbosAXvfES4rHdkitsIaV/view?usp=drivesdk,"[""Rajni Bakshi""]"
04_03_2024_28,Consumption trends and monetary policy,https://drive.google.com/file/d/1tkDadTofOeBTGcgwgJa0DQyMSdTyv8wf/view?usp=drivesdk,"[""Janak Raj""]"
04_03_2024_29,The long road to reforming India's political party system,https://drive.google.com/file/d/1QN1fceq4pX7H74aG5LcTOB1uSp_5yPPR/view?usp=drivesdk,"[""Ritwika Sharma""]"
04_03_2024_30,Mountains of plastic are choking the Himalayan States,https://drive.google.com/file/d/1ZBzZanq9fQFfy2qxeenbd80upOXFzhic/view?usp=drivesdk,"[""Archana Vaidya"", ""Vikram Hegde""]"
04_03_2024_31,A women's urban employment guarantee act,https://drive.google.com/file/d/1At70mw4C5jAe_6_2eN5VMwDUDh1zcclH/view?usp=drivesdk,"[""Rosa Abraham"", ""Rajendran Narayanan""]"
04_03_2024_32,On the relevance of university rankings,https://drive.google.com/file/d/1mwGbtnRShqqx1zFxBmOFexz6RbYoikQq/view?usp=drivesdk,"[""Moumita Koley""]"
04_03_2024_33,How does Apple's PQ3 protocol enhance data security for users?,https://drive.google.com/file/d/1HWNlXegssRtaEhyqYduTKb9JQGSeG2eU/view?usp=drivesdk,"[""Nabeel Ahmed""]"
04_03_2024_34,Strongman of Sandeshkhali,https://drive.google.com/file/d/1qWy_xTJeY-4JE6lARpCcN3ph5cMsGRBp/view?usp=drivesdk,"[""Prakash Singh""]"
04_03_2024_35,Going places by train,https://drive.google.com/file/d/1k_R9Op7vu_sKNZMtS3_jIcNImLpBaA3h/view?usp=drivesdk,"[""M Jamshed""]"
04_03_2024_36,The third energy transition,https://drive.google.com/file/d/14XlEx3xYmHoHo6FAzDJ_U1rpHSOnrmBI/view?usp=drivesdk,"[""Vikram S Mehta""]"
04_03_2024_37,"Why obesity, undernutrition high in India: what a Lancet study says",https://drive.google.com/file/d/1y67PIxHy5cxjOXWIRw6yyIc2jT3Y8d2Z/view?usp=drivesdk,"[""Anonna Dutt""]"
04_03_2024_38,For white revolution 2.0,https://drive.google.com/file/d/1sMtm23DQ8yPMBu9t1m_LWCNCrTHyHMBz/view?usp=drivesdk,"[""Harish Damodaran""]"
04_03_2024_39,Grey zone warfare,https://drive.google.com/file/d/1Lg1jWjGiXGf9jq8ammrMU5Kb7z-FdDiR/view?usp=drivesdk,"[""Rishika Singh""]"
04_03_2024_40,Why Thailand slammed India's farm subsidies at the WTO,https://drive.google.com/file/d/12du8pi5Yn7o92ebgg5Tigq060la0Aw56/view?usp=drivesdk,"[""Ravidutt Mishra""]"
04_03_2024_41,"`India will outgrow the rest of the world, if it continues on the path of inclusion'",https://drive.google.com/file/d/1pMWkFeoz0ZFYKjCacVEns7c4bRezOzVy/view?usp=drivesdk,"[""John Chambers"", ""Sandeep Singh""]"
04_03_2024_42,We can oil palm it off,https://drive.google.com/file/d/187THKDWB17fbFUPh2n8MfKTE5k7_HM59/view?usp=drivesdk,"[""Balram Singh Yadav""]"
04_03_2024_43,Make population =/ problem,https://drive.google.com/file/d/1jTIQP1xSCGHIYF6ln6HpQNs1moEoZdMv/view?usp=drivesdk,"[""Indu Bhushan""]"
04_03_2024_44,Rethink the way we grow food,https://drive.google.com/file/d/1B8drCCO9nuaL36aPToMziaUtXiSMDEFi/view?usp=drivesdk,"[""Sunita Narain""]"
04_03_2024_45,The evenings are hard,https://drive.google.com/file/d/1cOj0_Y6Tof2FIXO_N-g9ivINwzVOW9zq/view?usp=drivesdk,"[""Ajay Shah""]"
04_03_2024_46,Higher education: Microcredentials are a leap or a lapse?,https://drive.google.com/file/d/17F4U11gtKp-QQfGuxwmN2uY0HGAYM7GH/view?usp=drivesdk,"[""Sameer Ahmad Khan"", ""Furqan Qamar""]"
04_03_2024_47,When will the Indian media rule the world?,https://drive.google.com/file/d/1VDcv93028BDqyvMhNdj3tl9yPPLbqYS4/view?usp=drivesdk,"[""Tiruvannathapuram S Ramakrishnan""]"
04_03_2024_48,India must engage with Riyadh to get IMEC going,https://drive.google.com/file/d/1pdHC1xuvg9r0tdTLl-81IcF7IrhnkrxL/view?usp=drivesdk,"[""Arkoprabho Hazra"", ""Sasanka Kanuparthi""]"
04_03_2024_49,It's time to shut WTO down,https://drive.google.com/file/d/1IWtWnMOTDwqLwvHyMkN14qjxgFFn35aw/view?usp=drivesdk,"[""T C A Srinivasa Raghavan""]"
04_03_2024_50,She is on trial,https://drive.google.com/file/d/1HPKTqd8nrYp1sj7CNEi063NrjBJ8QIle/view?usp=drivesdk,"[""Pooja Pillai""]"
05_03_2024_1,Go for cooperative climate federalism,https://drive.google.com/file/d/1efPzGL2-9Fz2998nxwt5bqCUJ8bU70oO/view?usp=drivesdk,"[""Ganesh Manjhi"", ""Manuj Jha""]"
05_03_2024_2,Financial planning comes of age in India,https://drive.google.com/file/d/1F-xBikP8QbUMKeZRSs7cKP9SyWFe_bs2/view?usp=drivesdk,"[""Krishna Mishra""]"
05_03_2024_3,Exploring linguistic identities amid pluralism,https://drive.google.com/file/d/1TeoOUHZ8CZtbmcs7Zf7DIL_J4EHmBaTp/view?usp=drivesdk,"[""Prafull Goradia""]"
05_03_2024_4,Tackling mental health crises in medical students,https://drive.google.com/file/d/1W2WzNN7m383ltVtk4IUpbZ_6mQtQcMrB/view?usp=drivesdk,"[""Sarvesh Pandey""]"
05_03_2024_5,UN's new improved human rights vision,https://drive.google.com/file/d/1NZDewsi9T9QiiOaXnR1i7QskuYvxsEfI/view?usp=drivesdk,"[""Nilantha Ilangamuwa""]"
05_03_2024_6,Who can regulate VDAs?,https://drive.google.com/file/d/1n_KDBs753HxhcxpzJ4UdIei-kFbvqhTk/view?usp=drivesdk,"[""Srinath Sridharan""]"
05_03_2024_7,Bypassing the Suez,https://drive.google.com/file/d/1Qx73gjq5z7Z6ZiCMZ_ZDFgYKPIeHIrxm/view?usp=drivesdk,"[""Amitendu Palit""]"
05_03_2024_8,Taxation travails,https://drive.google.com/file/d/1ieM3E8LJe6dE9E1CTkxVVES88YCSNzqh/view?usp=drivesdk,"[""Devendra Saksena""]"
05_03_2024_9,Growing India-Taiwan ties benefit both,https://drive.google.com/file/d/1K1b899WKpxBjGmbZkHFj1tLu76Svt2rg/view?usp=drivesdk,"[""Harsha Kakar""]"
05_03_2024_10,State-level litigation policies present a dismal picture,https://drive.google.com/file/d/1YpYH396x27FSFPlL22Zmd8U8I_e2BFae/view?usp=drivesdk,"[""Vijay L Kelkar"", ""Pradeep S Mehta""]"
05_03_2024_11,Boards ought to foster a culture of data privacy in organizations,https://drive.google.com/file/d/1C18ZplIyVZF4GUqNozV4-OslFGRnbonM/view?usp=drivesdk,"[""Shefali Goradia"", ""Anthony Crasto""]"
05_03_2024_12,Examine the impact of technology artefacts on politics,https://drive.google.com/file/d/13clNTpYoCtELmAK-1UF41c_MGzp1jjO1/view?usp=drivesdk,"[""Siddharth Pai""]"
05_03_2024_13,Geological hydrogen hopefuls still haven't got a gusher going,https://drive.google.com/file/d/1pMtP68DD2fyJ4tOrUZXWvVTssNNgqQhM/view?usp=drivesdk,"[""David Fickling""]"
05_03_2024_14,Don't let Indian agriculture turn into an unending tragi-comedy,https://drive.google.com/file/d/10-uf2Gdpb8uThmGzrDQaIJmA07xTJBVk/view?usp=drivesdk,"[""Somnath Mukherjee""]"
05_03_2024_15,Let's move apres Abu Dhabi,https://drive.google.com/file/d/1VrDzn-706_OiOPv5X_BzX0cAlK8E-pZt/view?usp=drivesdk,"[""Pradeep S Mehta""]"
05_03_2024_16,Don't lead us to the altar,https://drive.google.com/file/d/1qbshR33ziFXC453lG_QhewDgO6Znl1LP/view?usp=drivesdk,"[""Jay Vinayak Ojha"", ""Ateesh Tankha"", ""Syagnik Banerjee""]"
05_03_2024_17,"Take note, netas: taking notes just became dangerous",https://drive.google.com/file/d/1PTVtMVB5YMLPnV_jLlwy9W38VanJBDyy/view?usp=drivesdk,"[""Chakshu Roy""]"
05_03_2024_18,Wha man and gemini wrought,https://drive.google.com/file/d/1cZowhY05NFhgsxIfxJMmMWeO5IFqgtbJ/view?usp=drivesdk,"[""Atanu Biswas""]"
05_03_2024_19,"A rebel, an icon",https://drive.google.com/file/d/1jYgwWCv3tfUGK4wTivXLvcOhXJn01uvX/view?usp=drivesdk,"[""Rinku Ghosh""]"
05_03_2024_20,Shaadi number one,https://drive.google.com/file/d/1FhNghW59LhYk6bEI-QH5f-96eEU-bnup/view?usp=drivesdk,"[""Pratap Bhanu Mehta""]"
05_03_2024_21,The image of a leader,https://drive.google.com/file/d/138jA_OBpvvyKpaJD5XHkS9D2sfJ0YosO/view?usp=drivesdk,"[""Badri Narayan""]"
05_03_2024_22,Why minerals are critical,https://drive.google.com/file/d/1Dhwo_zM9YbLM6WJia781MwALtKi68bB_/view?usp=drivesdk,"[""Somit Dasgupta""]"
05_03_2024_23,Let Pakistan be,https://drive.google.com/file/d/1rsjYtgyPaq5eB2zNDKArw1a3CG6fnokJ/view?usp=drivesdk,"[""C Raja Mohan""]"
05_03_2024_24,A selfless pursuit,https://drive.google.com/file/d/1dZ1vkNtXj4zElbXrc_n3qt7UsO5n8dVp/view?usp=drivesdk,"[""Shovanlal Chakraborty""]"
05_03_2024_25,Caring for the homeless,https://drive.google.com/file/d/1TmD4Bin5Cs5Z655NRJ5Uwd98up5eExPa/view?usp=drivesdk,"[""K D P Rao""]"
05_03_2024_26,Green hydrogen at a crossroads,https://drive.google.com/file/d/1uMjMrXbFfEp2i-BwIA-S85S0taL6cIaw/view?usp=drivesdk,"[""Prosenjit Datta""]"
05_03_2024_27,National interest trumps global trade,https://drive.google.com/file/d/1TmvcFK6huvBBcnFYU0SCWGB6RyY9eslP/view?usp=drivesdk,"[""Ajay Srivastava""]"
05_03_2024_28,"How RSS, world's largest NGO, led to Jan Sangh/BJP, world's top party",https://drive.google.com/file/d/19dFwvqhvGkh_-1weDkxrQXogKUpngepj/view?usp=drivesdk,"[""Aakar Patel""]"
05_03_2024_29,"Gaza bleeds as Israel lacks endgame, hits US politics",https://drive.google.com/file/d/1Vf6c2OPHD1Y9bklEmqotjO_tDLnsnOk0/view?usp=drivesdk,"[""K C Singh""]"
05_03_2024_30,The quick transformation of Russia-North Korea ties,https://drive.google.com/file/d/1_X28VvcRv9HxGddr13D5uBUXwKOs7c4n/view?usp=drivesdk,"[""Harsh V Pant"", ""Pratnashree Basu""]"
05_03_2024_31,"Sandeshkhali, the untold story",https://drive.google.com/file/d/1BafFp5-HJ8lM5uzOo849jQRtfFAVwnpm/view?usp=drivesdk,"[""Dwaipayan Bhattacharyya""]"
05_03_2024_32,"Over 1,000 Indians crossed into U.K. illegally in 2023",https://drive.google.com/file/d/1x6zzfQLPgHXL64cwrG2W8mKbjeZ70VUI/view?usp=drivesdk,"[""Vignesh Radhakrishnan"", ""Jasmin Nihalani""]"
05_03_2024_33,A vaccine that prevents six cancers,https://drive.google.com/file/d/1W5arvxGjfEbuXBFwYUgGa_GucOa9nA4Z/view?usp=drivesdk,"[""Hrishikesh Pai"", ""Upendra S Kinjawadekar""]"
05_03_2024_34,The status of India's nuclear programme,https://drive.google.com/file/d/1BgvuBv0xzSsnz22TC64UDq_7h5cZVIkH/view?usp=drivesdk,"[""Vasudevan Mukunth""]"
05_03_2024_35,"A case to reform bail law and guidelines, but make the right diagnosis first",https://drive.google.com/file/d/1GoEc26aboUlaUZ3jeyUKBye8Tt3m9IMG/view?usp=drivesdk,"[""Medha Deo"", ""Mayank Labh""]"
05_03_2024_36,Is this the beginning of the end of WTO?,https://drive.google.com/file/d/17FVW-hfuFfjHnicqY8DVACIUeRL1XXul/view?usp=drivesdk,"[""Mohan Kumar""]"
05_03_2024_37,Three qualitites that must shape leaders of tomorrow,https://drive.google.com/file/d/1-5ULm0j3T5rZ0B_YQNhc8BIGf-qDg6Sg/view?usp=drivesdk,"[""R Gopalakrishnan""]"
05_03_2024_38,"Two years on, the Ukraine puzzle gets murkier",https://drive.google.com/file/d/1o7jCAlV_sLeHlPW0Z6fyrMXp0ueO-bPr/view?usp=drivesdk,"[""Syed Ata Hasnain""]"
05_03_2024_39,Finding a better way to shape our future,https://drive.google.com/file/d/1KNOOuHx2b0yC5m1nu_O5nuv77JIZxxmT/view?usp=drivesdk,"[""Arun Maira""]"
05_03_2024_40,"On a record-setting spree, BRO scales new heights",https://drive.google.com/file/d/1mV5IWeLYPSmEVzWD0iT0bl3LTf1Apy8Y/view?usp=drivesdk,"[""Rajeev Chaudhry""]"
05_03_2024_41,The corrosive influence of meritocratic hubris,https://drive.google.com/file/d/1tAFcgfdsurwKoHOJyYJXB3g6MeUUAawO/view?usp=drivesdk,"[""Avijit Pathak""]"
05_03_2024_42,Facial data consent,https://drive.google.com/file/d/1GnjFENZPESp9GD0SwrXqNJ4OoDhWq4iy/view?usp=drivesdk,"[""Margarita Vladimirova""]"
05_03_2024_43,Modi government: Right insurance to keep if `North' degenerates into `mass war',https://drive.google.com/file/d/1s3sqcTorzQ2n2z1Sf1O39LRPkLrzHN9R/view?usp=drivesdk,"[""Peter Dash""]"
05_03_2024_44,MEITY's advisory on AI creates a flutter,https://drive.google.com/file/d/1zphf5tw8qZusYr7RQ5lNhUN16EPI2XjO/view?usp=drivesdk,"[""Ayushi Kar""]"
05_03_2024_45,Why is there only one Mumbai High?,https://drive.google.com/file/d/1MD7DVtHpalgYnwRVkzUGgtaGSfdGZjyJ/view?usp=drivesdk,"[""Richa Mishra""]"
05_03_2024_46,Boosting palm oil output,https://drive.google.com/file/d/1VaP6zaJCbQrOS5cXq4PuoN0JHMcytES3/view?usp=drivesdk,"[""Nasim Ali""]"
05_03_2024_47,Consumption survey decoded,https://drive.google.com/file/d/1c4M6vwicO08HKbVy7B3Sz3BF0kYOUh-M/view?usp=drivesdk,"[""C P Chandrasekhar"", ""Jayati Ghosh""]"
05_03_2024_48,When lawmakers take bribes,https://drive.google.com/file/d/1mJC4FIQsg7v92NzBFRX4orKSnh43HK6B/view?usp=drivesdk,"[""Apurva Vishwanath"", ""Ajoy Sinha Karpuram""]"
05_03_2024_49,India's `happy' leopard story: what headline number does not show,https://drive.google.com/file/d/1GCUpjwATP8mLbgto7tSQbNU8wcYu7yCy/view?usp=drivesdk,"[""Jay Mazoomdaar""]"
06_03_2024_1,Upholding democracy's right to transparency,https://drive.google.com/file/d/1_b6E3oiXCGOYoEbTXjxRtnJER38pmGiH/view?usp=drivesdk,"[""Sayantan Ghosh""]"
06_03_2024_2,Modi `guarantees' on India's growth are a mind-bender,https://drive.google.com/file/d/1c5Zh9uFjdrCf_bI60gCCqowOpxQLVCEA/view?usp=drivesdk,"[""Shikha Mukerjee""]"
06_03_2024_3,The limits of India-US strategic partnership,https://drive.google.com/file/d/1TfPCyerYGwncMQwkKJdX9S2_2d882p3W/view?usp=drivesdk,"[""Shyam Saran""]"
06_03_2024_4,"GDP growth robust, but sluggish consumption is worrisome",https://drive.google.com/file/d/1kt2RNdhyy2ToqHkKR6BVlWPwhqplV_NU/view?usp=drivesdk,"[""Subir Roy""]"
06_03_2024_5,India's weakening FDI fulcrum: Act before it's too late,https://drive.google.com/file/d/1GxUdrSlOwFPIq23hxiuH9qQ7BXNtyN6m/view?usp=drivesdk,"[""Diva Jain""]"
06_03_2024_6,Apple's USD 2 billion fine marks a new dawn for antitrust rules,https://drive.google.com/file/d/12VERg92lRxoP38GG6175D9jdbHEBgCdS/view?usp=drivesdk,"[""Parmy Olson""]"
06_03_2024_7,Updated urban definitions could optimize our resource allocation,https://drive.google.com/file/d/188upD1NkkRCFQLL97injLCavvehrLfq-/view?usp=drivesdk,"[""Kesavan Srinivasan"", ""Srikanth Viswanathan""]"
06_03_2024_8,The state needs new ways to assert its authority online,https://drive.google.com/file/d/1GelwzCkiI8kRTOdLqPTGz9Si-sTFzK1Z/view?usp=drivesdk,"[""Rahul Matthan""]"
06_03_2024_9,It is time Ulips are stopped from masquerading as mutual funds,https://drive.google.com/file/d/1Bq1-cYxLkipG_08QXgupwvXDKvhvu-Mp/view?usp=drivesdk,"[""Vivek Kaul""]"
06_03_2024_10,Tata Motors' demerger is backed by a strategy,https://drive.google.com/file/d/1D2w31YZYBpKowl_jGssPUHjR1gLPnDfh/view?usp=drivesdk,"[""Anonymous""]"
06_03_2024_11,Recognise the past as it is,https://drive.google.com/file/d/1QbCR8r8RkpASKHMx-FxuQC1UQdTAav4K/view?usp=drivesdk,"[""K S S Seshan""]"
06_03_2024_12,Himalayan challenge- I,https://drive.google.com/file/d/1iZuJ6NHR_3nOFMHvDVwUIJFaCTONCBr9/view?usp=drivesdk,"[""Rakesh Asthana""]"
06_03_2024_13,"Raisina, Ram and Nepal's options",https://drive.google.com/file/d/1DK2AsJDBNwetPwTNroVAXO4mMrJ0akN9/view?usp=drivesdk,"[""Biswas Baral""]"
06_03_2024_14,"Resilience, redemption and the Afghan ordeal",https://drive.google.com/file/d/1B5ynck9xMgWyXXrB9-fj2S_FkBIV3v-q/view?usp=drivesdk,"[""Anwesha Santra""]"
06_03_2024_15,Global farmer unrest,https://drive.google.com/file/d/1ABgPkAQvQclEcQaihCdYWdWqA1fgmyxk/view?usp=drivesdk,"[""N Chandra Mohan""]"
06_03_2024_16,Tackling regulatory opacity,https://drive.google.com/file/d/1mRWsESH3ZGmeWFzVhYWG_GQD_lP_8QW3/view?usp=drivesdk,"[""Amar Patnaik""]"
06_03_2024_17,Alarm those profiteers?,https://drive.google.com/file/d/1bxti55IYSaFSvZmqXnxKDgAEYv9GYaUn/view?usp=drivesdk,"[""Lubna Kably""]"
06_03_2024_18,Stop Mai-Baaping the States,https://drive.google.com/file/d/1ubmEGWDbCJ54UA1tXZc0XXo5Hz01uExb/view?usp=drivesdk,"[""T K Arun""]"
06_03_2024_19,"So, how do we judge this judge?",https://drive.google.com/file/d/1mvjHSDZDmBD-E-Knnwq352840Vggh87h/view?usp=drivesdk,"[""Shikha Mukerjee""]"
06_03_2024_20,"Time to speak up, women",https://drive.google.com/file/d/1kf4YoRf-6mFb7kS6xXwu-ByP735RXBSy/view?usp=drivesdk,"[""Nivedita Mookerji""]"
06_03_2024_21,A non-binary worldview,https://drive.google.com/file/d/1QZESaH3dgUdcxwFXWFmyGcPOg5AH7-xr/view?usp=drivesdk,"[""R Jagannathan""]"
06_03_2024_22,Mitigating risks in infrastructure development,https://drive.google.com/file/d/1FQl9qkpragxMkLlgcHBVfLZUD2NPTOJv/view?usp=drivesdk,"[""Vikramjiet Roy""]"
06_03_2024_23,Insights from the Raisina Dialogue,https://drive.google.com/file/d/1Z07fCh-S4mHSX-GxQsiCAlxLOAq510zn/view?usp=drivesdk,"[""Santosh Mathew""]"
06_03_2024_24,Modernisation threatens livelihoods in the Himalayas,https://drive.google.com/file/d/1-dwieMjd3aGecVdfAvhP4RbTq9-U98W6/view?usp=drivesdk,"[""Bina Bisht""]"
06_03_2024_25,WTO deadlock over agricultural subsidies,https://drive.google.com/file/d/1tA4a7f_7z8AQRwmo1l4deTzfI467ujza/view?usp=drivesdk,"[""Uttam Gupta""]"
06_03_2024_26,Mental health is political,https://drive.google.com/file/d/1F8SN8fi_9UOZKeY1qhptKXcAIIvZAUGO/view?usp=drivesdk,"[""Sudarshan R Kottai""]"
06_03_2024_27,Need for reforms to combat human rights abuses and false charges,https://drive.google.com/file/d/1SwSWWdH5AQOGONn9QgBWeM71Pz1HoBMm/view?usp=drivesdk,"[""Abhinav Pandey""]"
06_03_2024_28,Envisioning excellence,https://drive.google.com/file/d/1nCWdKL1D_jwl9GwTrGitPWMn7NJhrqY4/view?usp=drivesdk,"[""Himanshu Rai""]"
06_03_2024_29,Dealing with the distress,https://drive.google.com/file/d/1GcahPM5D_CLIHgB0pX0612BmqM6pLgIr/view?usp=drivesdk,"[""Alok Ranjan""]"
06_03_2024_30,Green jobs and the problem of gender disparity,https://drive.google.com/file/d/1F_W9SE7XSgyD5IVTymvcyXnoeNpriXv5/view?usp=drivesdk,"[""Ananya Chakraborty"", ""Bhawna Ahuja"", ""Arivudai Nambi Appadurai""]"
06_03_2024_31,Heady electoral rhetoric with a hegemonic ring to it,https://drive.google.com/file/d/1fK87U9FBswl5d818X7Ita1N6TgsaQv1k/view?usp=drivesdk,"[""Asim Ali""]"
06_03_2024_32,The dynamics of household consumption,https://drive.google.com/file/d/1NL57iHVxnFMkJfnF6UKnEDdz7B4_O8u3/view?usp=drivesdk,"[""Subash Chandra Malik"", ""Harshvardhan Singh Garhwal""]"
06_03_2024_33,Why did Google delist some Indian apps from Play Store?,https://drive.google.com/file/d/1Ozwa4nO-TlYouMO50c9Iu2tnfpSwgjlN/view?usp=drivesdk,"[""Aroon Deep""]"
06_03_2024_34,Maharashtra's latest Maratha quota law,https://drive.google.com/file/d/19j0TdcJ-J0LdMhd6rXi7xU64AQinpv8O/view?usp=drivesdk,"[""Aaratrika Bhaumik""]"
06_03_2024_35,Have India's health centres really `collapsed'?,https://drive.google.com/file/d/10BD5AYFuLXsBk6rM5RcIKBnRj2eXVQXJ/view?usp=drivesdk,"[""Saumya Kalia""]"
06_03_2024_36,A woman travelling alone,https://drive.google.com/file/d/1H7jCY5y2PXEwvh8hs6zIK7dss0bYyxGD/view?usp=drivesdk,"[""Swati Bhasin""]"
06_03_2024_37,On an irresolute note,https://drive.google.com/file/d/1Eii8x2erbCeNl1ukQisrL3NuVAc22Mhe/view?usp=drivesdk,"[""T C A Raghavan""]"
06_03_2024_38,A death on campus,https://drive.google.com/file/d/1VsbazLeeqKAPndHtw3NfZM_Bc8FkxhsO/view?usp=drivesdk,"[""K J Alphons""]"
06_03_2024_39,For the Gaya Lals of today,https://drive.google.com/file/d/1Y2WZstAzlKT2Dot_eqFi62FdRb2cwHke/view?usp=drivesdk,"[""Abhishek Singhvi""]"
06_03_2024_40,The middle ground in Moscow,https://drive.google.com/file/d/1NUVhuBLHw4_UTEeZtjHqWXj_04Q6yGHY/view?usp=drivesdk,"[""Subrata Mitra""]"
06_03_2024_41,Kerala man killed on Lebanon border: the story of Indian workers in Israel,https://drive.google.com/file/d/1-xaPyxiLxwxZjMFvTZ6uMUvaIJn1qphm/view?usp=drivesdk,"[""Arjun Sengupta"", ""Shaju Philip""]"
06_03_2024_42,Why Lakshadweep base INS Jatayu matters,https://drive.google.com/file/d/1ooheBWhGQbuVi3G9bi-2nrvpeWZzY8Zj/view?usp=drivesdk,"[""Amrita Nayak Dutta""]"
06_03_2024_43,Why HC acquitted Saibaba again,https://drive.google.com/file/d/1lT9lFX8c-SjQw5KBnVhzbkWDLCgdA3eQ/view?usp=drivesdk,"[""Omkar Gokhale"", ""Apurva Vishwanath""]"
06_03_2024_44,Methanesat,https://drive.google.com/file/d/1STeYJK3N8UzoiiorxgmOuDOfNfcTKXt7/view?usp=drivesdk,"[""Alind Chauhan""]"
06_03_2024_45,Climate change distresses women more,https://drive.google.com/file/d/1YXNFvusCFOFoFAS38SZdiF48aEFvcL0w/view?usp=drivesdk,"[""Anonymous""]"
06_03_2024_46,Setting the rules in disputes over apps,https://drive.google.com/file/d/1zQthwqchtW3O5J_vCarbOMB0h-46ef3K/view?usp=drivesdk,"[""Vivan Sharan""]"
